fixture,opponent_team,total_points,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,-5964,21100,130,6094
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,-3803,17513,110,3913
8,17,2,4,1,1,85,0,0,0,1,0,0,0,0,0,0,0,14,22.4,16.8,9,4.8,50,0,62596,0,0
15,6,4,2,2,2,90,0,1,0,2,0,0,0,0,0,0,0,20,40.2,10.9,33,8.4,50,-4014,68940,2581,6595
29,20,6,1,0,3,90,0,0,1,0,0,0,0,0,0,0,0,25,13,3,0,1.6,50,6164,83650,13451,7287
38,16,6,0,2,4,90,0,0,1,0,0,0,0,0,0,0,0,27,15.2,0.6,1,1.7,50,3654,93806,11111,7457
47,19,1,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,12,10.6,25.6,4,4,50,2204,100228,8264,6060
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1253,105882,9528,8275
8,17,2,4,1,1,90,0,0,0,1,0,0,0,0,0,0,0,16,19.8,26.9,0,4.7,55,0,74064,0,0
15,6,10,2,2,2,90,1,0,0,2,0,0,0,0,0,0,3,40,68.2,14.8,7,9,55,-6963,76704,4722,11685
29,20,2,1,0,3,90,0,0,1,0,0,0,0,1,0,0,0,12,24.8,4.4,7,3.6,55,61305,165963,77052,15747
38,16,3,0,2,4,90,0,0,1,0,0,0,0,0,0,0,0,18,24.8,39.5,4,6.8,55,-6686,165117,25665,32351
47,19,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,14,14.8,15.3,7,3.7,55,-9430,161196,13777,23207
59,9,9,2,1,6,90,1,0,0,1,0,0,0,0,0,0,2,29,41.4,3.7,21,6.6,55,-10463,155806,16368,26831
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,167072,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1892,196836,20531,22423
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-6110,201512,24772,30882
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-26298,176471,4406,30704
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-6495,175750,12583,19078
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-38030,135916,1860,39890
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,66668,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-12238,61215,1159,13397
29,20,6,1,0,3,90,0,0,1,0,0,0,0,0,0,0,0,25,25.2,0.9,11,3.7,44,-5217,59754,5870,11087
38,16,7,0,2,4,90,0,0,1,0,0,0,0,0,0,0,1,28,24.4,0.5,0,2.5,44,10359,76796,17237,6878
47,19,1,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,9,20.2,1.2,7,2.8,44,12058,93415,18387,6329
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5406,102387,14657,9251
8,17,7,4,1,1,65,1,0,0,1,0,0,0,1,0,0,0,19,38.4,3,53,9.4,45,0,40034,0,0
15,6,1,2,2,2,56,0,0,0,1,0,0,0,0,0,0,0,-3,3.2,0.5,17,2.1,45,80745,167626,95968,15223
29,20,1,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.1,2,0.2,45,42700,219677,77634,34934
38,16,1,0,2,4,16,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6,2,0.6,45,-46700,173321,8651,55351
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-32836,142720,3510,36346
59,9,5,2,1,6,90,0,1,0,1,0,0,0,0,0,0,0,13,12.8,12.7,85,11.1,45,-22579,122235,4645,27224
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,365,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-107,255,0,107
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-38,221,0,38
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-19,204,0,19
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-14,191,0,14
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-8,183,0,8
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,204971,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-43948,171108,4522,48470
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-33206,142174,6115,39321
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-26962,118327,4486,31448
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-18353,101461,2242,20595
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,-31632,69583,220,31852
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,326746,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-16000,335839,14091,30091
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-22909,322517,15622,38531
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-26664,301010,7991,34655
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-20840,283568,5021,25861
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29273,333405,55636,26363
8,17,1,4,1,1,85,0,0,0,1,0,0,0,1,0,0,0,19,16.4,4,0,2,55,0,29440,0,0
15,6,2,2,2,2,78,0,0,0,2,0,0,0,0,0,0,0,10,20.4,1.2,0,2.2,55,-2359,34025,4523,6882
29,20,3,1,0,3,90,0,0,1,0,0,0,0,0,0,0,0,20,25.6,3.3,0,2.9,55,-441,37176,6679,7120
38,16,3,0,2,4,90,0,0,1,0,0,0,0,0,0,0,0,13,15.8,0.8,0,1.7,55,-3616,35723,3362,6978
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-2757,34548,2254,5011
59,9,1,2,1,6,90,0,0,0,1,0,0,0,1,0,0,0,9,10.4,24.4,3,3.8,54,-6443,28685,1740,8183
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,12772,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2172,10753,355,2527
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1454,9446,332,1786
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1173,8368,107,1280
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-208,8414,661,869
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2050,11391,3063,1013
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,11502,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-2549,8823,0,2549
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1383,7518,0,1383
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-790,6775,0,790
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-470,6322,0,470
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-458,5865,0,458
8,17,2,4,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,8,2.7,13,2.4,50,0,200747,0,0
15,6,1,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,16,34.8,0.4,0,3.5,50,-15399,227560,11663,27062
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-47988,192238,17726,65714
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-59274,135434,1171,60445
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-19391,118795,876,20267
59,9,1,2,1,6,90,0,0,0,1,0,0,0,1,0,0,0,13,26.2,1.7,34,6.2,49,-6258,116225,5095,11353
8,17,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,5,10,1,1.6,50,0,55180,0,0
15,6,1,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0,8,0.8,50,-6080,54513,4986,11066
29,20,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,2,10,0,1.2,50,-1962,55908,8044,10006
38,16,1,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,7,9,0.9,0,1,49,-8806,48084,2282,11088
47,19,1,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,9,3.8,10.3,0,1.4,49,-5053,43867,1284,6337
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-2910,41813,2183,5093
8,17,9,4,1,1,86,0,2,0,1,0,0,0,0,0,0,1,30,30.6,23.3,24,7.8,50,0,53050,0,0
15,6,1,2,2,2,81,0,0,0,2,0,0,0,0,0,0,0,10,15.8,1.3,2,1.9,50,62975,201888,79883,16908
29,20,6,1,0,3,90,0,0,1,0,0,0,0,0,0,0,0,29,13.2,7.6,22,4.3,50,63080,285445,108009,44929
38,16,6,0,2,4,90,0,0,1,0,0,0,0,0,0,0,0,25,10.6,2.5,4,1.7,50,88421,399138,131609,43188
47,19,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,13,15,1.8,13,3,50,48119,456143,83574,35455
59,9,2,2,1,6,90,0,0,0,1,0,0,0,0,0,0,0,16,24.2,14.8,2,4.1,51,56574,533505,101529,44955
8,17,13,4,1,1,85,1,1,0,1,0,0,0,0,0,0,3,45,65.8,40.3,47,15.3,80,0,470486,0,0
15,6,2,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,5,3,1.1,2,0.6,81,345675,1085475,397946,52271
29,20,3,1,0,3,85,0,0,1,0,0,0,0,0,0,0,0,9,8,39.8,12,6,82,306498,1468011,458077,151579
38,16,6,0,2,4,82,0,1,1,0,0,0,0,0,0,0,0,21,21.8,35.9,44,10.2,82,-43869,1445786,158514,202383
47,19,2,1,1,5,75,0,0,0,1,0,0,0,0,0,0,0,7,7,26.2,40,7.3,82,-44235,1423025,106284,150519
59,9,1,2,1,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.6,2,0.3,82,-27441,1421646,130199,157640
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10723,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1978,8623,0,1978
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1184,7501,0,1184
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-732,6809,0,732
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-555,6286,0,555
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-639,5633,0,639
8,17,1,4,1,1,24,0,0,0,0,0,0,0,0,0,0,0,6,7,8,6,2.1,55,0,1973469,0,0
15,6,4,2,2,2,11,0,1,0,0,0,0,0,0,0,0,0,15,20.4,28.3,0,4.9,55,-356478,1706293,34461,390939
29,20,12,1,0,3,75,0,1,1,0,0,0,0,0,0,0,3,33,34,40.9,6,8.1,54,-193692,1550856,85043,278735
38,16,6,0,2,4,73,0,0,1,0,0,0,0,0,0,0,0,18,6.4,1.4,12,2,55,694633,2386846,761145,66512
47,19,1,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,11,13.6,48.8,8,7,56,276837,2703414,365680,88843
59,9,1,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0,0,0.2,56,122071,2880830,311141,189070
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,27583,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,213,37014,5017,4804
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1063,39710,5795,6858
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-5194,35403,1284,6478
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1992,34486,1566,3558
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17338,59645,24203,6865
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,41722,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2468,49396,4221,6689
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-3709,49381,4922,8631
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-2187,51455,6860,9047
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1652,57324,9257,7605
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-1246,58085,5944,7190
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,27621,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-400,31728,1183,1583
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-576,33249,1308,1884
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-1083,33341,810,1893
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-982,33072,498,1480
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-899,32890,697,1596
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,7573,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-386,9112,791,1177
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-465,9604,1041,1506
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1129,8833,321,1450
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,-316,9039,574,890
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,358,10114,1480,1122
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,16300,0,0
15,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2437,13663,0,2437
29,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1707,12065,0,1707
38,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1127,11008,0,1127
47,19,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-842,10199,0,842
59,9,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1013,9164,0,1013
8,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20890,0,0
15,6,1,2,2,2,33,0,0,0,1,0,0,0,0,0,0,0,-1,0.4,0.3,0,0.1,85,564,40127,5628,5064
29,20,1,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.7,6,1.1,85,15956,71498,28094,12138
38,16,4,0,2,4,16,0,1,0,0,0,0,0,0,0,0,0,13,20.2,15.3,26,6.2,85,-9652,70833,9662,19314
47,19,0,1,1,5,14,0,0,0,0,0,0,0,1,0,0,0,0,1.2,14.8,0,1.6,85,-5782,72199,6990,12772
59,9,5,2,1,6,90,0,1,0,1,0,0,0,1,0,0,1,26,38.8,47.8,53,14,85,-11425,66251,5006,16431
10,13,1,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,5,1.2,0,0,0.1,50,0,101841,0,0
18,16,3,1,0,2,90,0,0,0,1,0,0,0,0,0,5,0,20,46.2,0,0,4.6,50,-13820,98067,5412,19232
30,5,1,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,4.2,0,0,0.4,50,-3963,100325,5969,9932
32,2,8,0,1,4,90,0,0,1,0,0,0,0,0,0,3,1,27,19.2,0,0,1.9,50,-5420,99260,2797,8217
47,18,4,1,1,5,90,0,0,0,1,0,0,0,0,0,4,1,17,13.8,0,0,1.4,50,-2769,100432,2411,5180
54,6,1,2,1,6,90,0,0,0,2,0,0,0,0,0,1,0,9,9.4,0,0,0.9,50,-1249,103158,4490,5739
10,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,9008,0,0
18,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-2919,6093,27,2946
30,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-924,5434,87,1011
32,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-240,5973,238,478
47,18,1,1,1,5,18,0,0,0,0,0,0,0,0,0,0,0,7,4,10,2,1.6,45,-278,6291,198,476
54,6,1,2,1,6,7,0,0,0,1,0,0,0,0,0,0,0,3,1.4,0,0,0.1,45,-231,6666,264,495
10,13,1,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,16,22,18.7,0,4.1,50,0,266706,0,0
18,16,2,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,14,14.6,65.8,1,8.1,50,21509,320890,45044,23535
30,5,0,0,2,3,90,0,0,0,2,0,0,0,1,0,0,0,6,10.2,38.8,18,6.7,50,-19414,307342,20572,39986
32,2,6,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,26,13.8,5.8,8,2.8,50,-53162,257633,5437,58599
47,18,2,1,1,5,71,0,0,0,1,0,0,0,0,0,0,0,16,27,1.5,0,2.9,49,-21500,239899,5184,26684
54,6,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-33385,207982,5180,38565
10,13,1,0,2,1,56,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3,22,2,75,0,393620,0,0
18,16,2,1,0,2,68,0,0,0,1,0,0,0,0,0,0,0,7,4.4,20.6,18,4.3,75,-58785,374287,29672,88457
30,5,2,0,2,3,74,0,0,0,2,0,0,0,0,0,0,0,4,1.6,11.1,6,1.9,74,-71167,314428,23797,94964
32,2,1,0,1,4,25,0,0,0,0,0,0,0,0,0,0,0,2,1.6,1.2,2,0.5,73,-54087,270009,11583,65670
47,18,5,1,1,5,90,0,1,0,1,0,0,0,0,0,0,0,16,18.2,12.6,6,3.7,73,-48079,225863,4496,52575
54,6,5,2,1,6,73,1,0,1,0,0,0,0,1,0,0,0,18,35,0.3,39,7.4,72,-29346,200611,8307,37653
10,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,36776,0,0
18,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-7454,32484,1194,8648
30,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-7390,25397,174,7564
32,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-4166,21525,66,4232
47,18,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-2478,19165,35,2513
54,6,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-2191,17049,65,2256
10,13,1,0,2,1,56,0,0,0,1,0,0,0,0,0,0,0,2,0,1.1,8,0.8,55,0,23321,0,0
18,16,1,1,0,2,21,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.7,8,1.1,55,973,29734,4788,3815
30,5,1,0,2,3,15,0,0,0,0,0,0,0,0,0,0,0,2,1.4,0.9,0,0.2,55,-3803,27401,2592,6395
32,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-5634,22700,754,6388
47,18,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-3390,19858,498,3888
54,6,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-2062,18233,861,2923
10,13,1,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,8,13,0.2,2,1.5,45,0,110499,0,0
18,16,2,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,10,11.8,0.1,16,2.8,45,3785,140835,14864,11079
30,5,1,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,12,14,0.9,24,3.9,45,-6854,141072,9189,16043
32,2,9,0,1,4,90,0,0,1,0,0,0,0,0,0,0,3,30,29.8,0.2,0,3,45,-14526,130609,3586,18112
47,18,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,10,10.4,0.3,4,1.5,45,-2981,132250,6032,9013
54,6,1,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,15,21.4,0.3,0,2.2,45,-2657,133938,7402,10059
10,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2958,0,0
18,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-1096,1821,0,1096
30,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-427,1424,0,427
32,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-213,1227,0,213
47,18,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-117,1118,0,117
54,6,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-104,1020,0,104
10,13,1,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,9,11,14.6,0,2.6,45,0,88668,0,0
18,16,2,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,7,4.6,2.6,9,1.6,45,12397,111299,20668,8271
30,5,1,0,2,3,74,0,0,0,2,0,0,0,0,0,0,0,8,12.4,11.3,0,2.4,45,-6119,106619,7632,13751
32,2,6,0,1,4,67,0,0,1,0,0,0,0,0,0,0,0,21,8.4,1.8,0,1,45,-28222,78549,669,28891
47,18,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,11,16.2,30.9,2,4.9,44,-8888,70869,1616,10504
54,6,1,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,12,11,1.7,0,1.3,44,-2741,68997,3530,6271
10,13,1,0,2,1,33,0,0,0,1,0,0,0,0,0,0,0,0,2.2,1,17,2,60,0,185141,0,0
18,16,2,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,10,23.6,50,16,9,60,-21526,176951,11870,33396
30,5,2,0,2,3,74,0,0,0,2,0,0,0,0,0,0,0,6,2,2.1,23,2.7,60,3807,193031,42053,38246
32,2,1,0,1,4,45,0,0,0,0,0,0,0,0,0,0,0,6,7.2,18.5,5,3.1,59,-45211,150695,6698,51909
47,18,2,1,1,5,66,0,0,0,1,0,0,0,0,0,0,0,7,9,32.9,15,5.7,58,-31644,122118,3561,35205
54,6,1,2,1,6,16,0,0,0,2,0,0,0,0,0,0,0,9,5.2,14.3,0,2,58,-15574,109678,4852,20426
10,13,2,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,5,6.6,0.7,22,2.9,85,0,547187,0,0
18,16,2,1,0,2,84,0,0,0,1,0,0,0,0,0,0,0,2,7.6,3.3,2,1.3,85,-18415,575857,51232,69647
30,5,2,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,5,12.8,17.4,32,6.2,84,-108870,475511,18826,127696
32,2,3,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,4,7.8,1.2,30,3.9,83,-126306,358940,6981,133287
47,18,2,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,3,0.8,21.9,24,4.7,82,-70207,295489,3631,73838
54,6,2,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,11,11.2,16.3,17,4.5,82,-45975,254880,5997,51972
10,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3477,0,0
18,16,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-764,3500,221,985
30,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-1434,2065,0,1434
32,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-454,1666,0,454
47,18,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-170,1512,0,170
54,6,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-135,1378,0,135
10,13,2,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,10,19.8,1.3,4,2.5,50,0,501042,0,0
18,16,-1,1,0,2,90,0,0,0,1,0,0,1,1,0,0,0,3,19.8,6.3,15,4.1,50,175,567681,43691,43516
30,5,2,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,14,15.2,23.6,12,5.1,50,-51790,534098,39029,90819
32,2,6,0,1,4,90,0,1,1,0,0,0,0,0,0,0,0,22,29.8,22.5,1,5.3,49,-79646,465152,13333,92979
47,18,3,1,1,5,90,0,0,0,1,0,0,0,0,0,0,1,17,21.6,16,15,5.3,49,-25283,450472,16917,42200
54,6,6,2,1,6,90,0,1,0,2,0,0,0,0,0,0,1,26,21.4,12.1,2,3.6,49,-18328,441325,22231,40559
10,13,2,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,10,7.6,0.8,0,0.8,55,0,152608,0,0
18,16,2,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,3,18,2.6,48,6.9,55,-5553,156148,8192,13745
30,5,2,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,11,17.8,1.6,56,7.5,55,-13872,145036,7678,21550
32,2,3,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,12,13,11.1,0,2.4,54,-25499,121347,3119,28618
47,18,10,1,1,5,90,1,0,0,1,0,0,0,0,0,0,3,36,53,4.1,49,10.6,54,-15515,106984,1657,17172
