followers_count,following_count,tweet_like_count,tweet_retweet_count,tweet_reply_count
2531,946,0,0,1
75,111,0,0,0
0,1,1,0,0
7965,2456,0,0,0
822,1563,1,0,0
1473,1676,3,0,0
1153,567,4,2,0
3070,3768,1,0,0
29,40,1,0,1
7,83,0,0,1
22330,3795,387,61,40
632,765,24,0,0
207,540,0,0,0
3,44,0,0,0
25,31,0,0,0
2395,2251,2,0,0
19,68,0,0,0
155,185,0,0,0
26,33,9,2,0
35,440,2,0,2
18,168,0,0,0
42,77,0,0,0
67,56,0,0,0
1439,1957,0,0,0
401,473,1,0,1
155,80,0,0,0
0,5,0,0,0
98,1100,0,0,1
1,62,0,0,0
624,410,0,0,0
16,60,0,0,0
71,5,0,0,0
721,2472,0,0,0
292,728,0,0,4
60,255,0,0,0
871,1043,0,0,0
18,120,0,0,1
100,374,0,0,0
418,1300,1,0,0
302,196,1,0,0
1789,133,1,2,0
406,891,9,3,2
351,554,1,0,0
54,53,0,0,0
559,960,1,0,2
0,29,1,0,0
1830,4999,0,0,0
520,203,21,0,0
14,30,2,0,2
959,411,0,0,0
707,1113,25,4,1
1505,545,0,0,0
1795,1921,1,0,0
8,7,3,0,0
55,101,1,0,0
810,790,0,0,0
146,470,1,0,0
6685,306,0,0,0
12,0,0,0,0
776,954,0,0,0
461,121,0,0,0
461,121,0,0,0
11274,1132,1,0,1
20,46,0,0,2
5,81,8,0,1
21382,4206,0,0,0
26,33,3,0,0
404,535,0,0,0
26,33,0,0,0
620210,14830,3,1,6
80,253,0,0,0
801,780,9,0,0
278,792,0,0,1
3487,3961,1,1,0
20,46,1,0,0
8580,5407,2,0,0
1027,2963,0,0,0
435,720,0,0,1
1957,1979,0,0,0
2,0,0,0,0
320,187,2,0,0
1205,877,7,5,0
28,152,0,0,0
159,232,1,0,1
1679,1903,1,0,0
3,66,1,0,1
25288,3037,0,0,0
3081,4872,1,0,0
142,104,0,0,0
60,414,0,0,0
1094,2838,0,0,0
408,67,2,1,0
335,1778,0,0,0
525,89,0,0,0
77,129,0,0,0
41793,1866,2,1,0
26,33,0,0,0
352,363,1,1,1
159,249,0,0,0
17,23,1,0,0
19,164,1,0,1
48,161,0,0,0
1262,1944,0,0,0
1310,3074,0,0,0
583,427,5,0,0
82,544,0,0,0
146278,640,17,4,23
797,368,0,0,0
157,337,1,0,1
49,173,0,0,1
9,110,0,0,0
41,187,0,0,0
4514,4853,15,4,8
24,0,0,0,0
469,1032,2,1,1
433,1290,0,0,0
989,869,0,0,2
872,3346,0,0,0
423,541,1,1,0
742029,12713,339,46,406
68,894,1,0,0
437,997,0,0,0
15834,14936,2,0,1
8244,4274,184,30,44
301,203,1,0,0
29267,15077,38,23,2
21401,903,0,0,0
2436,1622,2,0,2
484,1141,1,0,0
1510,1112,0,0,0
13708,4375,4,4,1
480,4998,1,0,0
175,1138,0,0,0
1069,1348,3,0,0
374,677,18,11,0
4329,4411,17,17,3
19,37,2,0,0
4313,4883,0,0,0
79,23,0,0,0
2551,2824,2,0,0
98,95,0,0,0
185,547,0,0,0
3914,3575,5,1,0
1224,339,17,1,0
3036,3152,0,0,0
2,75,0,0,0
162,162,0,0,0
386,1305,1,0,0
79,434,0,0,2
2551,2824,1,0,0
5310,5244,4,1,0
1718,1726,2,0,1
86,229,0,0,0
157,164,0,0,0
87,132,1,0,1
197,419,0,0,0
1,62,0,0,0
1232,2692,0,0,0
222,1907,0,0,0
5,93,0,0,0
23,87,0,0,0
923,331,0,0,0
331,236,0,0,0
26,33,0,0,0
1,9,0,0,0
745634,311,1,0,0
4,8,1,0,0
4494,1418,11,0,0
13,107,0,0,0
33,42,1,0,0
26,144,0,0,0
7250,7283,1,0,0
2639,3100,1,1,0
581,1792,4,1,1
4648,4954,0,0,0
685,394,2,1,0
15,20,0,0,1
150822,16132,3,1,8
817,1281,0,0,0
18,143,2,0,1
374,365,0,0,0
4,16,0,0,0
595,1128,1,0,0
469,803,0,0,0
28,143,0,0,0
354,36,0,0,1
8,27,0,0,1
101,417,0,0,0
6931,7565,1,3,0
374,365,0,0,0
51,222,0,0,0
17116,18821,0,0,0
4383,2701,43,21,3
676,318,0,0,0
7245,655,9,0,1
885,1430,5,3,0
39,68,0,0,0
1489,2007,4,3,0
10670,4830,1,0,0
21238,161,116,30,78
736,1607,24,1,0
10670,4830,0,0,0
1029,979,2,0,0
2015,872,10,6,0
12287,1811,4,2,0
2955,1961,0,0,0
2129,497,0,0,0
979,1266,0,0,0
110,151,0,0,3
10,70,0,0,2
801,780,20,2,1
240,467,0,0,0
1650,2227,0,0,0
37,377,4,0,0
328,1071,1,0,1
2330,423,1,0,1
1299,2626,1,0,0
989,869,5,0,2
1314,1936,3,1,1
34,95,0,0,0
48,136,0,0,0
138,825,0,0,0
128,43,0,0,0
5043,4102,0,1,0
168,518,1,0,1
35415,2067,79,10,75
33,271,0,0,0
34,35,0,0,0
3230,4251,5,1,1
3220,2928,3,0,1
1211,4809,0,0,0
2231,2997,0,0,0
1498,806,4,0,0
12,262,1,0,1
40,1774,0,0,1
14966,3111,0,0,0
8574,337,0,0,0
2115,75,0,0,0
1917,220,0,0,0
4969,668,0,0,0
1682,1653,1,0,0
8324,2778,2,0,0
13916,12881,7,1,4
34951,26561,68,10,5
200,460,0,0,0
5937,1143,1,0,0
9469,5886,1,0,0
6685,1438,0,0,1
10934,456,1,2,0
7558,1862,0,0,0
165,25,0,0,0
2963,1357,2,0,0
367,288,0,0,0
802,686,0,0,0
124,570,0,0,0
798,1633,0,0,6
17,104,2,0,1
52,114,0,0,1
777,1789,0,0,0
2119,1307,345,33,6
6855,1579,0,0,1
491,551,0,0,0
17529,7115,2,1,0
2814,149,0,0,0
2878,3494,0,0,0
1094,3069,1,0,0
17087,1250,243,14,10
3,40,0,0,0
1336,1870,0,0,0
2,77,0,0,1
12322,706,0,0,0
2717,552,0,0,0
1867,253,0,0,0
2289,79,0,0,0
273,218,0,0,0
6898,776,0,0,0
1687,162,0,0,0
7842,115,0,0,0
1832,2335,0,0,0
1863,1314,0,0,0
1225,113,0,0,0
7111,265,0,0,0
3090,535,0,0,0
226,767,0,0,0
1258,1373,2,0,1
15791,3799,0,0,0
1136,1092,1,1,0
97,464,0,1,0
0,0,0,0,0
3781,1055,0,0,0
760,47,0,0,0
1634,52,0,0,0
668,168,0,0,0
1738,127,0,0,0
2009,379,0,0,0
1248,133,0,0,0
681,118,0,0,0
249,109,0,0,0
1349,82,0,0,0
1240,160,0,0,0
109507,825,0,2,1
1233,312,0,0,0
2095,239,0,0,0
2582,39,0,0,0
3,66,0,0,2
732,915,1,0,1
4091,2606,0,0,0
493420,20,10,0,0
22,12,1,0,0
76,271,0,0,1
306,211,1,0,1
1743,2668,1,1,0
3502,170,0,0,0
3003,370,0,0,0
2253,274,0,0,0
1809,356,0,0,0
22,211,0,0,0
16,144,0,0,0
28,81,0,0,1
35537,35969,1,1,1
96,446,2,0,1
16,98,0,0,0
14643,5884,82,26,13
3459,1145,0,0,0
2729,40,14,1,2
1214,189,1,0,0
22,12,1,0,0
120,1635,0,0,3
11,140,0,0,0
49,70,0,0,0
4416,4986,3,0,0
1056,3272,0,0,0
337,1549,1,0,0
219,223,0,0,0
276,999,0,0,0
428,699,0,0,1
2695,4981,1,0,0
455,346,1,0,9
221,839,16,3,2
245,619,2,0,1
136,431,1,0,1
572,4881,0,0,0
220,88,0,0,0
3,66,0,0,2
166,126,1,0,0
59,186,1,0,0
590,686,4,1,1
3,6,0,0,0
85,78,0,0,0
111,161,0,0,0
40,27,0,0,0
671,1932,1,0,1
6625,2442,8,1,4
2675,154,48,6,2
657,631,0,0,0
122,841,0,0,1
738,592,0,0,0
37,215,0,0,0
4540,4249,2,0,0
37,215,0,0,0
929,882,30,2,2
1452,4521,1,0,1
159,73,0,0,0
582,338,0,0,0
539,1265,1,0,1
377,639,16,2,3
125,146,0,0,0
2875,428,2,0,0
1877,4081,0,0,0
69263,872,1,1,2
0,9,0,0,1
746,243,3,0,1
149,1188,1,0,0
2325,1000,1,0,0
426,1719,0,0,0
337,381,0,0,0
399,135,0,0,0
42,664,2,0,0
5206,5421,0,0,0
2,2,0,0,0
56,172,0,0,0
1125,79,22,8,1
330,355,0,0,0
165,233,0,0,0
910,577,3,1,0
129,249,0,0,0
774,4793,0,0,1
382,363,1,0,0
1184,1670,0,0,1
482,568,4,1,1
1811,1711,0,0,0
223633,476,1,1,1
142,54,0,0,0
4147,3616,1,0,0
14,107,1,0,1
194,683,3,2,1
266,354,3,0,0
2626,2823,16,3,0
496,1180,0,0,0
525,238,0,0,0
6,55,0,0,0
94,109,0,0,1
2752,3093,0,0,0
4,0,3,0,1
377,495,1,0,0
13357,11506,1,0,0
1305,1128,0,0,0
556,292,2,0,0
1571,661,10,0,2
211,143,4,1,0
115,331,1,0,0
1599,1225,6,3,2
8580,5407,0,0,0
107,1086,1,0,0
1184,1315,1,0,1
809,1740,0,0,1
192,168,0,0,0
481,937,0,0,0
3287777,898,22,7,6
556,1093,0,0,0
28,157,0,0,0
556,292,1,1,0
366,1026,0,0,0
107,1086,1,0,0
144760,161,108,25,216
199,315,8,2,1
243,980,0,0,0
107,1086,0,0,0
1400,1426,1,0,0
39,68,0,0,0
3621,4164,0,0,0
1014,1766,0,0,1
96,144,1,0,0
4801,5281,0,0,0
796,1937,0,0,0
161,436,0,0,0
60,141,0,0,0
6641,188,82,32,6
354,36,0,0,1
801,2320,0,0,0
1,215,0,0,0
140,277,0,0,0
801,2320,0,0,0
2702,4826,0,0,0
1110,2869,0,0,0
938,557,18,11,0
1569,1785,0,0,0
758,1670,1,0,1
548,796,1,0,0
147,384,0,0,0
68517,559,0,0,0
78,80,0,0,0
1387,4993,0,0,0
22,31,0,0,0
22,67,0,0,0
854,805,1,0,0
1350,1346,0,0,0
94129,2297,259,64,3
441,1229,0,0,0
661,1517,0,0,0
25,178,0,0,0
945,277,1,0,0
622,745,4,2,0
556,292,1,0,1
3260,4966,0,0,0
783,831,6,0,1
10944,320,0,0,0
1259,2184,1,2,0
885,1596,0,0,0
281,491,0,0,0
966,36,0,0,0
945,1538,3,0,1
7200,7547,0,0,0
1,1,0,0,0
383,992,1,0,1
379,363,1,0,0
383,692,7,0,2
208,170,0,0,1
225,668,6,0,1
2029,1802,1,0,0
12,38,0,0,0
0,9,1,1,0
2476,5000,1,0,0
2,12,1,0,0
2411,2432,0,0,0
181,227,0,0,0
2450,3511,0,0,0
30,251,0,0,0
475,153,3,0,0
63,134,0,0,1
43,58,0,0,0
2455,800,0,0,1
627,772,0,0,0
433,459,0,0,0
1359,418,0,1,0
798,1055,6,0,0
33,271,2,0,0
335,649,0,0,0
12,12,0,0,0
3166,3312,0,0,0
0,3,0,0,0
22,12,1,0,0
159,131,0,0,1
2105,5001,1,0,0
218,273,0,0,0
188,188,0,0,0
667,603,0,0,0
4128,2357,0,1,1
340,686,0,0,0
523,244,1,0,0
892,1129,1,1,0
291,699,0,0,0
14,1,0,0,0
131,1420,0,0,0
87603,233,0,0,0
801,2320,0,0,0
11,266,0,0,0
1638,1115,10,0,4
666,753,0,0,0
1,15,2,0,1
362,435,0,0,0
914,2010,0,0,0
957,2882,16,5,0
1294,587,0,0,0
2503,940,2,0,0
801,2320,0,0,0
4128,2357,0,1,1
2442,4987,0,0,0
801,2320,0,0,0
373,847,2,0,0
15048,13462,7,1,2
5877,2612,0,0,0
801,2320,0,0,0
144,865,0,0,1
98,573,0,0,2
465,368,0,0,1
8580,5407,99,22,25
1777,5002,0,0,0
3471,4298,5,7,0
572,4451,1,0,0
12,148,21,3,2
1888,1571,1,0,1
4194,5001,0,0,0
192,407,0,0,0
161,201,0,0,0
1,15,0,0,0
2265,3503,4,2,0
1469,1484,0,0,0
258,1132,2,0,0
1205,959,1,0,0
1122,1580,0,0,2
101,126,2,0,1
1363,1607,17,4,1
1038,1828,4,1,1
7,80,0,0,0
251,1514,1,1,0
3,2,0,0,0
352649,870,1,0,1
221,305,0,0,0
12,29,0,0,1
1,15,1,0,1
42,54,0,0,0
16,95,0,0,0
556,292,0,0,0
9009,405,2,0,0
2853,1283,0,0,0
20,162,0,0,0
339,878,0,0,0
1703,1198,0,0,1
6,132,0,0,0
500,790,0,0,1
637,222,2,0,0
59948,3635,62,20,3
5877,2612,0,0,0
1505,545,0,0,0
14,129,0,0,0
151,287,0,0,0
1,15,0,0,1
144,865,0,0,1
475,689,1,0,0
1331,1815,3,0,1
105,128,0,0,0
246,276,0,0,1
1,44,0,0,0
798,1633,0,3,4
508,1665,1,0,0
1115,1420,2,1,2
9,86,0,0,0
356,159,2,0,1
820,1045,0,0,0
706,1071,0,0,0
86,128,1,0,0
48,212,2,0,0
932,698,5,0,2
39,311,0,0,0
192,201,0,0,0
1140,462,0,0,1
244,797,0,0,0
637,388,0,0,0
141,930,1,0,0
208,3075,0,0,0
151,389,0,0,0
263,338,0,0,0
534,586,0,0,0
13,0,0,0,0
862,1420,1,0,0
11,49,0,0,0
11,49,0,0,0
1,2,0,0,0
84793,10210,33,8,0
14,60,0,0,0
1631,1563,0,0,0
1688,4063,0,0,0
32,64,0,0,1
721,2472,1,0,1
26,101,0,0,0
338,217,0,0,0
5330,5276,12,2,2
11,49,2,0,0
3212,3214,1,0,1
8,0,0,0,0
1444,957,4,1,2
515,451,0,0,0
1060,3160,1,0,1
17,176,0,0,1
3415,4628,1,0,0
285,648,0,0,0
2095,4728,2,0,0
3126,4423,0,0,0
787,612,0,0,1
27,743,0,0,0
8,138,0,0,0
117,194,0,0,0
158,488,0,0,0
22,174,0,0,0
601,972,1,0,0
13,56,0,0,0
4463,4552,0,1,1
986,4103,0,0,1
6237704,638680,12,2,1
712,716,0,0,0
166,241,0,0,0
291,175,8,0,0
6,11,0,0,0
76,26,1,0,0
1014,1766,2,0,1
77,567,0,0,0
1059,3302,0,0,0
590,382,1,0,1
33,229,0,0,1
232,1191,1,0,0
4147,3765,0,0,0
22,12,1,0,0
437,179,0,0,0
21,298,24,1,2
138,424,0,0,0
36,66,0,0,0
508,99,0,0,0
4,62,0,0,0
317,139,0,0,0
801705,246,25,7,11
112,97,0,0,0
220,540,0,0,0
607,950,1,1,0
1655,766,1,0,0
36,66,0,0,0
176,526,0,0,0
51,264,0,0,0
544,1136,0,0,0
32,48,0,0,0
13,60,0,0,0
19680,139,2,0,1
136,159,0,0,0
345,718,2,0,0
6,123,0,0,0
428,513,0,0,0
830,581,0,0,1
2274,2272,3,0,1
35,227,0,0,0
1167,1576,4,0,1
1324,1093,0,1,1
317859,1484,5,0,0
1979,761,0,0,0
3066,4997,87,23,5
1324,1093,0,0,0
2265,3086,2,0,0
6058,6134,1,0,0
22253,991,29,12,1
8860,5173,0,0,0
1132,2477,0,0,0
5,49,0,0,0
5439,1420,1,0,2
32779,1619,3,1,0
35288,7196,4,1,0
1421,2296,1,1,0
36930,1506,5,3,2
12362,12615,6,4,1
1578,3065,1,0,1
20,46,1,0,1
52,136,1,0,0
187,485,1,0,0
199,199,0,0,0
3319,2059,2,1,0
0,29,0,0,0
596,1385,0,0,0
324,1214,0,0,0
81245,203,2,0,1
3,28,0,0,0
384,1360,2,0,1
84,194,0,0,0
3166,3312,0,0,0
35,244,0,0,0
58,305,0,0,0
81245,203,4,0,2
4671,1548,0,0,1
898,542,0,0,0
38,78,0,0,0
48,41,0,0,0
27,117,0,0,0
499,373,0,0,0
14975,3361,2,0,0
5201,4091,1,1,0
7483,2382,2,0,1
668295,855,0,1,0
4162,1,0,0,0
60,201,0,0,3
1543,2074,0,0,0
1979,761,1,0,0
6888,1878,0,0,0
287,1603,0,0,0
1979,761,0,0,0
879,1804,1,0,1
12,84,0,0,0
215,344,0,1,0
22,12,1,0,0
8540,1324,1,0,1
2348,2618,1,0,0
3016,4965,0,0,0
4,23,2,0,0
4765,3206,8,0,3
2,70,0,0,0
117,299,0,0,0
69263,872,2,1,3
6,55,0,0,1
113,9,0,0,0
234,1196,2,0,0
3,5,1,1,0
24,2,0,0,1
5439,1420,2,0,2
125,174,1,0,0
99,799,0,0,0
109965,1192,292,45,32
1702,4634,0,0,0
509,755,2,1,0
2888,4505,0,0,0
18,46,11,1,1
150,311,4,0,1
710,515,1,0,1
1708,2969,1,0,0
27,743,0,0,0
1,32,0,0,1
598,991,1,0,0
3494,2830,34,11,2
3820,3560,0,0,0
69263,872,7,5,1
0,5,0,0,0
73,277,1,0,3
33,146,0,0,0
1,10,0,0,0
65296,3162,1,0,0
0,39,0,0,0
2483,4983,0,0,0
176696,765,18,11,6
212,590,0,0,1
136,1315,0,0,0
90,566,1,0,1
349,2101,2,0,0
1250,1274,1,0,0
1649,4627,2,1,1
1535,3153,1,0,0
6626,159,0,0,0
1009,2081,1,0,1
390,854,0,0,0
3367,2040,0,1,1
2747,1377,1,0,1
129,92,0,0,1
4338,5000,1,0,0
69263,872,1,1,1
19499,18260,0,0,0
296,203,44,21,3
238,801,0,0,2
616,806,5,0,0
134,885,0,0,0
2005412,1012,9,5,3
1200,1423,0,1,0
7852,7096,0,0,0
10,112,2,0,0
2757,423,1,0,0
1844,1702,0,0,0
2297,2240,1,0,0
1100,1905,0,0,0
4278,484,75,2,6
30,250,0,0,0
328,647,0,0,0
1059,789,275,69,2
136,852,0,0,1
8,145,0,0,0
63,89,1,0,0
8,71,0,0,0
372,1081,0,0,0
1083,995,1,0,0
6429,626,0,0,0
521,816,0,0,1
1,23,0,0,0
155,210,1,0,0
372,701,6,1,0
79,617,0,0,0
20,62,0,0,0
66,133,1,0,0
438,966,0,0,0
1510,1112,0,0,0
66,297,0,0,0
2560,2852,0,0,0
236,73,2,0,2
297,592,0,0,0
1979,761,0,0,0
24104,22868,1,0,0
1328,601,4,0,1
1,15,1,0,0
3,35,0,0,1
425,1991,2,0,0
71,707,0,0,0
477,275,16,0,2
39,43,1,0,1
309,256,0,0,4
741,2418,3,2,0
19,171,0,0,0
1510,1112,0,0,0
112,152,1,0,0
66,297,0,0,0
1979,761,0,0,0
82,181,1,0,0
14,34,9,0,0
246,348,4,0,0
438,4785,4,1,0
3009,5000,5,1,0
354,1014,0,0,1
856,2614,0,0,0
492,780,0,0,0
30,66,0,0,0
6,530,1,0,1
12,12,0,0,0
46,512,0,0,1
728,229,1,0,0
179,135,0,0,0
196271,3058,10,0,0
17,89,0,0,0
5041,4065,2,1,0
145,81,10,1,0
0,17,0,0,2
291,319,1,1,0
761,2054,1,0,0
1447,2370,1,0,0
478,477,1,1,1
42,503,0,0,0
600,1761,0,0,0
8023054,23,28,7,21
42,503,1,0,0
65,259,0,0,0
1556,1756,0,0,0
743,2079,0,0,0
29,167,0,0,0
617,482,0,0,0
358,286,0,0,1
609,335,0,0,3
120,346,1,0,0
2755,611,3,1,1
15437,6829,14,3,0
287,612,1,0,1
0,14,0,0,0
234,1196,0,0,0
481101,248,1,0,0
3474,4999,0,0,0
1568,4999,1,0,0
2,48,0,0,0
121,196,1,2,0
3,6,0,0,1
10478,934,11,9,1
1226,1451,3,0,1
248,1109,4,0,0
104,634,0,0,1
426,703,0,0,0
144,516,0,0,0
67,268,0,0,0
15,84,0,0,0
11120,8422,2,0,2
327,413,0,0,0
19509,2754,166,14,13
170,824,0,0,0
361,1526,1,0,0
973,705,0,0,0
62106,2751,16,3,1
532,97,1,0,1
3079,3309,0,0,0
2,4,0,0,0
19,112,0,0,0
187,323,0,0,0
88,143,0,0,0
2569,3634,1,0,0
7913,7770,0,0,0
166,137,2,0,1
3734,993,7,2,1
53,106,1,0,2
2,4,0,0,0
569,539,0,0,0
79,2,0,0,0
1505,574,3,1,0
433,1051,1,0,1
18,67,0,0,0
188,198,0,0,1
142526,1268,5,3,0
1458,1225,2,0,3
654,1997,5,1,0
1553,1850,0,0,0
306,386,0,0,0
4523,4892,0,0,0
1343,302,1,1,1
1129,2279,0,0,0
1,4,0,0,0
689,608,6,0,1
156384,271,0,0,0
3245,281,0,0,0
175,660,0,0,0
3241,2552,0,0,0
2310,2260,0,0,0
952,4999,0,0,0
1011,935,0,0,0
87,27,0,0,0
58,112,4,0,2
1383,4999,0,0,1
537,1134,0,0,0
222,38,1,0,0
12872,1224,24,1,4
652,1067,0,0,0
114742,576,60,13,0
16311,10547,13,2,7
170,401,1,0,1
7406,2229,0,0,0
10537,10567,0,0,0
22,12,2,0,1
6,18,0,0,0
248,534,7,0,2
2972,3749,1,0,0
710,1361,1,0,0
1,3,0,0,0
929,719,5,4,0
15,75,0,0,0
2307,503,5,0,0
1136,2464,2,3,0
67,268,2,0,0
32,81,1,0,0
407,545,1,0,0
53406,2327,3,0,0
516,4574,1,0,0
66,1082,0,0,1
62,386,1,0,1
89,151,0,0,0
48,165,6,0,1
426,655,0,0,0
7,24,1,0,1
165,182,0,0,2
2608,4878,0,0,0
2740,2749,0,0,0
289,265,1,0,0
4912,174,1,0,1
86,357,0,1,0
2097,5005,114,55,5
76751,1208,215,35,19
938,785,5,0,1
146,317,2,0,0
1326,4998,1,0,0
1114,718,2,4,1
2170,4992,0,0,0
8160,2308,2,1,0
212,155,2,0,0
517,439,4,2,0
3392,3441,0,0,0
5551,3530,11,1,0
646,1475,0,0,0
579,384,0,0,0
142,364,0,0,0
39,306,0,0,0
806,1274,0,0,0
559,281,34,2,1
3077,3972,0,0,0
83,104,0,0,0
15178,10481,13,2,3
15384,1213,10,3,0
83,384,0,0,0
2248,2209,0,0,0
631,164,9,4,0
1207,2886,4,0,1
415,1339,0,0,0
2,95,0,0,0
1083,483,0,0,0
42,112,1,0,1
125,121,2,0,3
1301,5009,1,0,0
29,1,0,0,0
20,95,0,0,0
241,1266,1,1,1
11,69,0,0,4
427,616,7,1,2
49,98,0,0,0
103,47,11,0,2
119,14,0,0,0
70201,779,17,5,10
75,281,3,0,2
2184,2603,0,0,0
19,112,0,0,0
0,0,0,0,0
13041,228,0,0,0
1,87,0,0,0
169,769,0,0,0
247,606,0,0,0
267,370,0,0,0
970,3204,0,0,0
338,1140,0,0,0
537,386,14,0,0
3080,2647,1,0,0
22,201,1,0,0
134,312,0,0,0
2079,3541,3,3,0
34,323,0,0,0
1599,3810,0,0,0
0,22,0,0,0
20537,246,4,2,2
7,12,0,0,0
127,14,0,0,0
5101,4823,2,0,0
65,210,0,0,0
20,708,0,0,0
192,290,0,0,0
15314,6760,1,0,0
20609,2322,0,0,0
1666,2281,0,0,0
17,237,0,0,1
610,2690,0,0,0
157098,7249,0,1,0
112,418,0,0,0
537,386,6,0,1
249,311,0,0,0
625,4501,1,0,1
234,805,0,0,0
443,1328,2,0,0
31,74,0,0,0
13,46,2,0,1
3664,4673,0,0,0
362,1360,3,0,0
242062,2960,0,1,0
1180,893,1,0,0
1393,1012,8,10,0
309,256,0,0,0
152,364,0,0,0
58,217,0,0,0
1514,1262,1,0,1
3306,5001,2,1,0
25,98,0,0,0
1409,2567,0,0,0
1968,3574,2,0,0
7,39,2,0,0
763,404,5,1,1
11017,8105,2,2,0
215,344,0,0,0
537,386,70,4,1
1862034,1042,18,7,3
143,642,0,0,0
11678,3776,2429,561,126
188,334,0,0,0
93,341,1,0,1
411,1172,0,0,0
531,560,0,0,0
925,1355,2,0,1
14383,4737,15,0,1
348,317,1,0,0
2902,3284,0,0,0
596,57,0,0,1
24,25,0,0,0
971,902,6,0,3
159,336,0,0,0
27,67,0,0,1
8998,6907,0,0,2
2902,3284,0,0,0
79,449,0,0,0
1244,877,1,1,0
524,958,1,0,1
838,631,0,0,0
484,1141,0,0,0
19,112,0,0,0
5058,774,4,0,3
228,699,0,0,0
177,152,0,0,0
1543,927,3,0,0
56,121,1,0,1
81,144,0,0,0
177,152,0,0,0
1110,1241,1,1,0
177,152,0,0,0
2770,1176,1,0,1
58,46,0,0,0
2726,918,3427,141,95
53,400,0,0,0
873,453,0,0,1
998,821,1,0,1
3566,1280,1,0,0
39,186,0,0,0
3,11,0,0,0
896,658,0,0,0
297,1185,0,0,0
471,457,17,10,4
315,907,1,0,2
1645,1573,1,0,0
26137,382,73,22,1
10,69,0,0,0
90,285,0,0,0
616,1249,1,0,1
173,897,3,0,1
580,296,6,0,2
2,11,0,0,0
223,443,0,0,0
570,1576,1,0,0
295,763,0,0,0
25,121,0,0,0
722,1869,1,0,0
6605,3265,10,1,1
143,668,0,0,0
718,230,1,0,1
761,1712,0,0,0
1644,2209,18,7,3
1256,1488,2,0,0
66,0,0,0,0
1986,1197,1,0,0
148,181,4,2,0
26,54,2,1,0
796,207,0,0,0
9,122,0,0,0
321,314,0,0,1
100,248,15,0,1
3719,4991,0,0,0
399,2279,0,0,1
2179,1932,10,4,1
652,411,4,0,1
783,692,1,0,1
222,38,0,0,0
4374,358,0,0,1
345431,322,8,3,7
2123,2750,0,0,1
1346,1293,1,0,0
127,239,0,0,0
1530998,402,89,17,11
6701,7373,3,2,0
0,94,0,0,0
15777,1708,4,4,0
53,101,0,0,0
4299,4650,1,1,0
12,103,0,0,0
76649,1437,3,0,1
13,99,1,0,1
3,48,0,0,0
1420,1057,0,1,0
1254,2061,0,0,2
384,492,0,0,0
6,52,0,0,0
783,924,0,0,1
2932,4876,7,4,0
1,24,0,0,0
163,274,0,0,0
13,254,0,0,0
3,60,0,0,1
1251,1812,0,0,1
3,48,0,0,0
177,181,0,0,1
2088,4382,0,0,0
367,353,1,0,0
155,369,1,0,0
65,211,0,0,1
64193,1867,31,6,9
644,899,0,0,0
1827,2181,0,0,0
276,153,0,0,1
883,2424,8,3,3
11,43,0,0,0
882,281,0,0,0
3382,264,1,0,0
11084,1779,0,0,0
25,509,0,0,0
220,424,1,2,0
6,26,0,0,1
703176,524,14,9,2
17,120,0,0,0
1145,4771,1,0,1
4,12,0,0,0
13,99,1,0,0
1343,667,0,0,1
175,1138,0,0,0
28450,650,2,0,0
2346,1477,0,0,0
727,703,0,0,0
2744522,1286,86,26,19
98949,2316,0,0,1
5083,5591,1,0,2
38,151,0,0,0
1352,512,2,0,0
246,516,0,0,0
5900,6391,0,0,1
497,1811,0,0,0
5649,6185,0,0,0
4,68,0,0,0
3391,4904,0,0,0
2416,869,3,1,1
2064,521,0,0,0
9,38,4,0,3
1928,2511,0,0,0
199,225,0,0,0
35,49,0,0,0
25,509,0,0,0
20,474,0,0,0
1249,45,73,4,1
106,92,0,0,0
211,803,1,0,1
849,747,1,0,1
130,228,0,0,0
2224,2577,0,0,0
2061,3408,0,0,0
2485,4992,0,0,0
9,6,0,0,0
1174,1130,3,0,1
355,270,1,0,0
1853,1869,0,0,0
97069,133,1,1,0
5586,2235,7,2,0
208,407,0,1,0
112411,807,8,6,11
220,850,1,0,0
24753,292,6,3,0
46,85,2,0,0
422132,687,401,82,121
1,2,0,0,0
1,0,0,0,1
223,301,1,0,0
25,509,0,0,1
494,2215,1,0,0
1670,1769,0,0,0
9,86,0,0,0
1217,288,2,1,0
25,509,0,0,0
2589,2426,2,1,2
457,239,2,0,1
2248,3130,5,0,0
401,197,0,0,0
770,4923,1,0,0
141,240,0,0,0
26,219,4,0,2
1463,1132,1,0,1
20,171,0,0,0
11,218,0,0,0
54,85,1,0,0
251,408,1,0,0
25,509,1,0,0
8,0,0,0,0
10,1,0,0,0
6191,6705,1,0,0
0,0,0,0,0
86,580,0,0,0
76,155,0,0,0
2219,2235,2,0,1
149943,133285,0,1,0
5866,5524,1,1,0
117,328,1,0,0
345431,322,1,0,0
25,121,0,0,0
370,166,0,0,0
2699,998,0,0,0
31,114,1,0,1
572,26,2,0,0
274,763,8,1,5
25,509,0,0,0
2050,2380,2,1,0
6,174,0,0,0
25,509,0,0,0
22494,3340,0,0,1
1822,161,4,1,0
487,609,0,0,0
88,525,8,0,1
3601,4999,202,53,68
555,231,4,1,0
190,491,5,0,1
4652,2862,2,0,1
176696,765,24,14,26
162,1055,2,0,0
2358,707,2,2,0
