price,usdprice
47.88,0.747
170,2.6521
70,1.092
96.88,1.5114
73.38,1.1448
94.81,1.4791
78,1.2168
53.25,0.8307
69,1.0764
65.38,1.02
25.13,0.392
34.38,0.5363
10,0.156
25,0.39
22,0.3432
34,0.5304
17,0.2652
45,0.702
48,0.7488
180,2.8081
72,1.1232
96,1.4977
73.66,1.1491
86.34,1.347
80,1.248
55,0.858
70,1.092
74.14,1.1566
24.34,0.3797
26.72,0.4168
10,0.156
25,0.39
24,0.3744
34,0.5304
17,0.2652
44,0.6864
43,0.6708
200,3.1201
72.1,1.1248
97,1.5133
73.48,1.1463
85.48,1.3335
93.41,1.4573
79.52,1.2406
52.83,0.8242
68,1.0608
66.97,1.0448
24.55,0.383
28.1,0.4384
10.89,0.1699
25,0.39
22,0.3432
40,0.624
17,0.2652
44,0.6864
43,0.6708
180,2.8081
70.56,1.1008
90,1.4041
72,1.1232
77.83,1.2142
80,1.248
79,1.2324
52.06,0.8122
67.83,1.0582
64.83,1.0114
23.89,0.3727
31.67,0.4941
19.79,0.3087
34,0.5304
34,0.5304
28,0.4368
36,0.5616
17,0.2652
42.86,0.6686
57.24,0.893
250,3.9002
97,1.5133
140,2.1841
132,2.0593
70.52,1.1002
84.38,1.3164
85,1.3261
70,1.092
84.31,1.3153
94.31,1.4713
26.07,0.4067
19.14,0.2986
15,0.234
19,0.2964
22,0.3432
44,0.6864
18,0.2808
43,0.6708
50,0.78
210,3.2761
85,1.3261
140,2.1841
98,1.5289
85,1.3261
100,1.5601
85,1.3261
85,1.3261
85,1.3261
80,1.248
20,0.312
66.21,1.0329
9.62,0.1501
27.79,0.4335
19,0.2964
23,0.3588
50,0.78
18,0.2808
43.79,0.6832
45.9,0.7161
210.52,3.2842
89.68,1.3991
153,2.3869
104,1.6225
95.32,1.4871
104,1.6225
77.14,1.2034
71.41,1.114
78.31,1.2217
91.28,1.424
27.57,0.4301
44.86,0.6998
9.2,0.1435
35,0.546
19,0.2964
25,0.39
47,0.7332
18,0.2808
42,0.6552
50,0.78
190,2.9641
80,1.248
156,2.4337
93,1.4509
84,1.3105
102,1.5913
75,1.17
70,1.092
75,1.17
72,1.1232
22.33,0.3484
43.33,0.676
9.13,0.1424
28,0.4368
19,0.2964
22,0.3432
38,0.5928
17,0.2652
43,0.6708
36,0.5616
150,2.3401
66,1.0296
113,1.7629
81,1.2637
78,1.2168
87,1.3573
70.8,1.1045
55.1,0.8596
60.63,0.9459
64.97,1.0136
20,0.312
32.77,0.5112
13.75,0.2145
31.5,0.4914
21.75,0.3393
23.75,0.3705
38.5,0.6006
16,0.2496
44.75,0.6981
45.75,0.7137
260,4.0562
78.75,1.2285
115,1.7941
89,1.3885
83.25,1.2988
86,1.3417
65,1.014
58.75,0.9165
68,1.0608
66.25,1.0335
18.75,0.2925
35,0.546
13.89,0.2167
26,0.4056
17,0.2652
18.07,0.2819
40,0.624
16,0.2496
42.93,0.6697
38.07,0.5939
240.67,3.7546
63.85,0.9961
100.4,1.5663
93.85,1.4641
83.93,1.3094
88.07,1.3739
74.63,1.1643
64.81,1.0111
60,0.936
70.19,1.095
21.67,0.3381
32.89,0.5131
15,0.234
3200,49.922
36,0.5616
2400,37.4415
30,0.468
29.62,0.4621
37,0.5772
37,0.5772
17,0.2652
43.66,0.6811
59.48,0.9279
220,3.4321
97.66,1.5236
131.1,2.0452
131,2.0437
67,1.0452
91.21,1.4229
87.45,1.3643
87.45,1.3643
63.86,0.9963
79.14,1.2346
90.62,1.4137
23.38,0.3647
22.93,0.3577
18,0.2808
35.57,0.5549
33,0.5148
31,0.4836
34,0.5304
17,0.2652
42.82,0.668
58,0.9048
220,3.4321
91,1.4197
153,2.3869
69.14,1.0786
91,1.4197
83.82,1.3076
73.89,1.1527
95.86,1.4955
26.82,0.4184
22.07,0.3443
17.37,0.271
36,0.5616
30.21,0.4713
35,0.546
17,0.2652
42.71,0.6663
60.32,0.941
220,3.4321
97.21,1.5165
142,2.2153
70.39,1.0981
91,1.4197
82.57,1.2881
73.61,1.1484
94.79,1.4788
26.52,0.4137
19.26,0.3005
25.34,0.3953
28,0.4368
27,0.4212
28,0.4368
40,0.624
12,0.1872
42,0.6552
43.34,0.6761
191.38,2.9856
72,1.1232
116,1.8097
110,1.7161
64,0.9984
84,1.3105
83,1.2949
110,1.7161
75,1.17
80,1.248
125,1.9501
25,0.39
35.86,0.5594
19,0.2964
31.78,0.4958
31,0.4836
40,0.624
19,0.2964
50,0.78
53,0.8268
178,2.7769
70,1.092
114.89,1.7924
103,1.6069
82,1.2793
72,1.1232
78,1.2168
98,1.5289
40.22,0.6275
52.28,0.8156
8,0.1248
22,0.3432
17,0.2652
22,0.3432
48,0.7488
18,0.2808
41.41,0.646
38.04,0.5934
200,3.1201
74.19,1.1574
120.37,1.8778
83.78,1.307
71.19,1.1106
79.19,1.2354
93.78,1.463
74.52,1.1626
48.15,0.7512
55.37,0.8638
60.12,0.9379
20.56,0.3207
33.89,0.5287
14,0.2184
25,0.39
16.56,0.2583
20,0.312
52,0.8112
14,0.2184
45.78,0.7142
44.96,0.7014
190,2.9641
77.92,1.2156
141.77,2.2117
92,1.4353
78.18,1.2197
93.64,1.4608
109.55,1.709
76,1.1856
56,0.8736
60,0.936
66,1.0296
29.7,0.4633
52.59,0.8204
12.89,0.2011
23.48,0.3663
18,0.2808
20,0.312
52,0.8112
18,0.2808
42,0.6552
48,0.7488
230,3.5881
73.67,1.1493
112.63,1.7571
96.75,1.5094
75.04,1.1707
82.92,1.2936
95.75,1.4938
80,1.248
55.04,0.8587
78.44,1.2237
80,1.248
26.11,0.4073
47.44,0.7401
9.85,0.1537
25.07,0.3911
18.52,0.2889
25,0.39
48.15,0.7512
18,0.2808
44.22,0.6899
48,0.7488
225,3.5101
89.36,1.3941
144.64,2.2565
124.14,1.9367
73.91,1.153
90.74,1.4156
115.73,1.8055
83,1.2949
74,1.1544
88,1.3729
89.48,1.3959
27.22,0.4246
43.52,0.6789
22,0.3432
23,0.3588
21,0.3276
24,0.3744
42,0.6552
18,0.2808
43,0.6708
38,0.5928
230,3.5881
77,1.2012
136,2.1217
95,1.4821
85,1.3261
105,1.6381
75,1.17
83,1.2949
105,1.6381
115,1.7941
25,0.39
61.72,0.9629
22.03,0.3437
33.79,0.5271
21.38,0.3335
24.38,0.3803
40,0.624
10,0.156
45.76,0.7139
37.79,0.5895
161.9,2.5257
71.59,1.1168
150,2.3401
107.21,1.6725
72.66,1.1335
83.76,1.3067
90,1.4041
79.62,1.2421
74.59,1.1637
76.45,1.1927
90.97,1.4192
35.62,0.5557
66.34,1.0349
10,0.156
29,0.4524
23,0.3588
38,0.5928
9,0.1404
44,0.6864
46,0.7176
140,2.1841
75.3,1.1747
152.97,2.3864
97.97,1.5284
74.03,1.1549
84.5,1.3183
92.03,1.4357
84.77,1.3225
54.97,0.8576
79.47,1.2398
72.13,1.1253
31.33,0.4888
45.67,0.7125
15.91,0.2459
29.81,0.4607
23.75,0.3671
26.07,0.4029
42.04,0.6498
15.1,0.2334
43.36,0.6702
46.53,0.7192
204,3.153
77.87,1.2036
127.82,1.9756
105.56,1.6315
70.59,1.091
85.21,1.317
92.55,1.4304
82.51,1.2753
65.28,1.009
75.87,1.1726
85.01,1.3139
30.11,0.4654
36.99,0.5717
25.5,0.3941
33,0.51
32,0.4946
50,0.7728
57,0.881
12,0.1855
53.5,0.8269
74,1.1437
208,3.2148
92,1.4219
120,1.8547
93.5,1.4451
66,1.0201
77,1.1901
93,1.4374
46,0.711
50,0.7728
13,0.2009
30,0.4637
28,0.4328
36.87,0.5699
42,0.6491
10,0.1546
45,0.6955
53.45,0.8261
240,3.7094
60,0.9274
94,1.4529
130,2.0093
64,0.9892
84,1.2983
76,1.1747
81.03,1.2524
60,0.9274
80,1.2365
73.06,1.1292
20.65,0.3192
22.81,0.3526
14.71,0.2274
30,0.4637
26,0.4019
29,0.4482
56,0.8655
12,0.1855
47.42,0.7329
47,0.7264
200,3.0912
75,1.1592
90,1.391
90,1.391
100,1.5456
83.55,1.2913
65,1.0046
78.55,1.2141
80,1.2365
36.68,0.5669
55,0.8501
8,0.1236
28,0.4328
16,0.2473
21,0.3246
40.83,0.6311
14,0.2164
42,0.6491
38,0.5873
153,2.3648
70,1.0819
92,1.4219
70,1.0819
84,1.2983
88,1.3601
80,1.2365
58,0.8964
68,1.051
88,1.3601
26,0.4019
35,0.541
12,0.1855
3000,46.3679
32,0.4946
1637.2,25.3045
21,0.3246
24,0.3709
41.29,0.6382
41.29,0.6382
17,0.2628
45,0.6955
44.4,0.6862
150,2.3184
76.8,1.187
101.04,1.5617
78.72,1.2167
101.24,1.5648
106.75,1.6499
77,1.1901
77,1.1901
57.8,0.8934
75,1.1592
80,1.2365
31.44,0.4859
35.36,0.5465
11.7,0.1808
28,0.4328
23,0.3555
25,0.3864
44,0.6801
16,0.2473
42,0.6491
37,0.5719
220,3.4003
75,1.1592
128,1.9784
105,1.6229
85,1.3138
92,1.4219
77,1.1901
60.74,0.9388
68,1.051
71,1.0974
29.56,0.4569
35,0.541
23,0.3555
2579.31,39.8657
32.14,0.4968
1796.21,27.7621
20.14,0.3113
23.07,0.3566
42,0.6491
42,0.6491
17,0.2628
4043.62,62.498
43.31,0.6694
55.38,0.856
228.1,3.5255
88,1.3601
164,2.5348
120.14,1.8569
77,1.1901
96,1.4838
108,1.6692
87.17,1.3473
87.17,1.3473
78.1,1.2071
83.93,1.2972
94.48,1.4603
42.28,0.6535
47.17,0.7291
23.96,0.3703
41.78,0.6457
30,0.4637
27.91,0.4314
50,0.7728
17,0.2628
43,0.6646
57,0.881
240,3.7094
106,1.6383
170,2.6275
162.91,2.5179
73.09,1.1297
98,1.5147
104,1.6074
95,1.4683
75,1.1592
90.23,1.3946
110,1.7002
37.35,0.5773
40.26,0.6223
20,0.3091
30,0.4637
22,0.34
26,0.4019
48,0.7419
48,0.7419
17,0.2628
42,0.6491
54,0.8346
210,3.2457
70,1.0819
103.04,1.5926
95,1.4683
67.38,1.0414
80,1.2365
79,1.221
72.46,1.1199
52.5,0.8114
65,1.0046
64.54,0.9975
29.54,0.4566
44.38,0.6859
12.88,0.1991
24,0.3709
21,0.3246
24,0.3709
50,0.7728
17,0.2628
41,0.6337
51,0.7883
220,3.4003
76,1.1747
92,1.4219
85,1.3138
66,1.0201
78,1.2056
75,1.1592
76,1.1747
65,1.0046
70,1.0819
82,1.2674
21.88,0.3382
43.29,0.6691
20,0.3091
38,0.5873
20,0.3091
23.47,0.3628
42,0.6491
18,0.2782
42,0.6491
45,0.6955
260,4.0185
78,1.2056
92,1.4219
82,1.2674
70,1.0819
82,1.2674
94,1.4529
70,1.0819
60,0.9274
65,1.0046
84,1.2983
31.33,0.4842
43.8,0.677
10,0.1546
34,0.5255
20,0.3091
24,0.3709
40,0.6182
18,0.2782
42,0.6491
42,0.6491
230,3.5549
80,1.2365
120,1.8547
100,1.5456
64,0.9892
95,1.4683
95,1.4683
85,1.3138
65,1.0046
80,1.2365
80,1.2365
36.33,0.5615
50,0.7728
14.6,0.2257
25,0.3864
20.7,0.3199
26.4,0.408
47,0.7264
20,0.3091
44,0.6801
41.17,0.6363
210,3.2457
80,1.2365
156.1,2.4127
98,1.5147
75,1.1592
85,1.3138
105,1.6229
77.7,1.2009
57.4,0.8872
74.4,1.1499
77.1,1.1917
38.1,0.5889
41.6,0.643
18,0.2782
25,0.3864
22,0.34
25,0.3864
46,0.711
18,0.2782
42,0.6491
48,0.7419
220,3.4003
78,1.2056
150,2.3184
90,1.391
76,1.1747
85,1.3138
100,1.5456
77,1.1901
69.3,1.0711
64.53,0.9974
78,1.2056
35.83,0.5538
40.5,0.626
14.48,0.2238
29.37,0.4539
23,0.3555
28,0.4328
17,0.2628
43,0.6646
37,0.5719
180,2.7821
83,1.2828
117.69,1.819
86,1.3292
79.89,1.2348
57.26,0.885
68.74,1.0624
73,1.1283
39.26,0.6068
45.22,0.6989
16.5,0.255
32,0.4946
24.65,0.381
30,0.4637
17,0.2628
44.65,0.6901
46.73,0.7223
180,2.7821
88.38,1.366
154.58,2.3892
126,1.9474
88.38,1.366
73.04,1.1289
64.27,0.9934
70,1.0819
78.27,1.2097
39.12,0.6046
41.58,0.6427
11.14,0.1722
34,0.5255
24,0.3709
25,0.3864
41.48,0.6411
18,0.2782
44,0.6801
48,0.7419
254.76,3.9376
75,1.1592
150.24,2.3221
105,1.6229
81,1.2519
99.43,1.5368
104,1.6074
85,1.3138
55,0.8501
70,1.0819
75,1.1592
31.67,0.4895
48.5,0.7496
22,0.34
34,0.5255
37,0.5719
36,0.5564
36,0.5564
11,0.17
43,0.6646
55,0.8501
220,3.4003
90,1.391
140,2.1638
132,2.0402
79,1.221
90,1.391
86,1.3292
86,1.3292
105,1.6229
77,1.1901
103,1.592
32,0.4946
33.63,0.5198
14,0.2164
47,0.7264
32,0.4946
43,0.6646
36,0.5564
15,0.2318
49,0.7573
46,0.711
150,2.3184
68,1.051
142,2.1947
117,1.8083
68,1.051
78,1.2056
83,1.2828
79.76,1.2328
60,0.9274
84,1.2983
86,1.3292
30,0.4637
18,0.2782
29.62,0.4578
42.18,0.6519
33,0.51
29,0.4482
45,0.6955
11,0.17
46,0.711
61.91,0.9569
169.36,2.6176
93,1.4374
101,1.5611
122,1.8856
77,1.1901
89,1.3756
97.6,1.5085
85,1.3138
63,0.9737
78,1.2056
90,1.391
38.1,0.5889
40.52,0.6263
20,0.3091
44.32,0.685
39.36,0.6083
37.82,0.5845
42,0.6491
9,0.1391
43,0.6646
61,0.9428
180,2.7821
73.09,1.1297
142,2.1947
151.52,2.3419
65,1.0046
84,1.2983
83.18,1.2856
59.73,0.9232
73.27,1.1325
82.09,1.2688
30.41,0.47
31.23,0.4827
23.78,0.3675
38.11,0.589
27.21,0.4206
38.22,0.5907
42,0.6491
10,0.1546
41.44,0.6405
58.89,0.9102
205,3.1685
94.42,1.4594
64,0.9892
64.33,0.9943
88.22,1.3635
76.2,1.1777
61.32,0.9478
67.84,1.0485
91.75,1.4181
33.17,0.5127
30.44,0.4705
10,0.1546
20,0.3091
25,0.3864
46,0.711
46,0.711
16,0.2473
42,0.6491
45.03,0.696
250,3.864
68.32,1.056
120,1.8547
85,1.3138
62,0.9583
70.81,1.0944
86.61,1.3386
79.23,1.2246
53.32,0.8241
65,1.0046
75,1.1592
20.48,0.3165
30.55,0.4722
12.91,0.1995
25.26,0.3904
17.61,0.2722
22,0.34
40,0.6182
17,0.2628
42.87,0.6626
40,0.6182
200,3.0912
72,1.1128
140,2.1638
86.19,1.3321
68.09,1.0524
75,1.1592
97.62,1.5088
73.57,1.1371
51.17,0.7909
59.57,0.9207
59.43,0.9185
27.52,0.4253
28.18,0.4355
11,0.17
23,0.3555
19,0.2937
21,0.3246
46,0.711
16,0.2473
40,0.6182
45,0.6955
220,3.4003
66,1.0201
125,1.932
89,1.3756
71.47,1.1046
88.4,1.3663
77.37,1.1958
53.93,0.8335
65,1.0046
78,1.2056
16.6,0.2566
32.6,0.5039
13.5,0.2087
24,0.3709
19,0.2937
20,0.3091
44,0.6801
12,0.1855
45,0.6955
34,0.5255
214,3.3076
62,0.9583
119,1.8393
90,1.391
62,0.9583
80,1.2365
80,1.2365
64,0.9892
52,0.8037
59,0.9119
74,1.1437
18.93,0.2926
31.07,0.4802
11,0.17
25,0.3864
26,0.4019
22.48,0.3474
40,0.6182
9,0.1391
42.03,0.6496
45,0.6955
180,2.7821
71,1.0974
113.06,1.7474
87.94,1.3592
81.74,1.2634
79,1.221
81,1.2519
76,1.1747
67,1.0355
72,1.1128
75,1.1592
33.65,0.5201
34.9,0.5394
21.13,0.3266
27.48,0.4247
21.48,0.332
31.48,0.4866
41.19,0.6366
18,0.2782
45,0.6955
47,0.7264
220.39,3.4063
79,1.221
118.42,1.8303
104.45,1.6144
75.45,1.1662
88.45,1.3671
102.45,1.5835
77.74,1.2015
48.48,0.7493
68.77,1.0629
69.71,1.0774
27.58,0.4263
23.77,0.3674
18.23,0.2818
2457.5,37.983
29.74,0.4597
2300,35.5487
30,0.4637
31,0.4791
43,0.6646
43,0.6646
18,0.2782
3807.35,58.8462
43,0.6646
54.84,0.8476
248.77,3.845
92.39,1.428
124.42,1.923
131.58,2.0337
67,1.0355
85,1.3138
84.03,1.2988
86.81,1.3417
86.81,1.3417
70.81,1.0944
82.48,1.2748
89.16,1.3781
34.23,0.5291
28.32,0.4377
20,0.3091
25,0.3864
29,0.4482
28,0.4328
64,0.9892
20,0.3091
53,0.8192
66,1.0201
200,3.0912
72,1.1128
115,1.7774
94,1.4529
88,1.3601
98,1.5147
122,1.8856
95,1.4683
65,1.0046
85,1.3138
91.71,1.4175
40,0.6182
35,0.541
35,0.541
30,0.4637
25,0.3864
65,1.0046
22,0.34
50,0.7728
360,5.5641
109,1.6847
93,1.4374
98,1.5147
100,1.5456
140,2.1638
50,0.7728
90,1.391
15,0.2318
26,0.4019
40,0.6182
34,0.5255
50,0.7728
10,0.1546
55,0.8501
60,0.9274
200,3.0912
98,1.5147
100,1.5456
70,1.0819
90,1.391
80,1.2365
40,0.6182
60,0.9274
10.42,0.1611
26.11,0.4036
24.26,0.375
34,0.5255
17,0.2628
45,0.6955
46.68,0.7215
169.47,2.6193
70,1.0819
97.16,1.5017
74,1.1437
93.53,1.4456
73.37,1.134
50.89,0.7866
65.32,1.0096
56.89,0.8793
33.79,0.5223
40.28,0.6226
10,0.1546
25,0.3864
22,0.34
34,0.5255
17,0.2628
44.17,0.6827
48,0.7419
180,2.7821
72,1.1128
96,1.4838
74.69,1.1544
88,1.3601
76.9,1.1886
53.86,0.8325
70,1.0819
68.9,1.0649
32.62,0.5042
40.69,0.6289
10,0.1546
25,0.3864
24,0.3709
34,0.5255
17,0.2628
44,0.6801
43,0.6646
200,3.0912
72.69,1.1235
99.66,1.5403
75.21,1.1624
85.93,1.3281
91.97,1.4215
73.93,1.1427
48.28,0.7462
67.83,1.0484
61.69,0.9535
31.9,0.493
38.79,0.5995
11.18,0.1728
27.18,0.4201
22,0.34
40,0.6182
17,0.2628
44,0.6801
44.27,0.6842
180,2.7821
70,1.0819
90,1.391
74,1.1437
78,1.2056
80,1.2365
74.59,1.1529
48.59,0.751
65.86,1.0179
58.18,0.8992
33.27,0.5142
42.73,0.6604
19.55,0.3022
34,0.5255
34,0.5255
28,0.4328
36,0.5564
17,0.2628
42.97,0.6641
55,0.8501
250,3.864
97,1.4992
140,2.1638
132,2.0402
71.19,1.1003
84.52,1.3063
84.84,1.3113
68.06,1.0519
84.03,1.2988
94.84,1.4658
31.13,0.4811
30.52,0.4717
15,0.2318
19,0.2937
22,0.34
44,0.6801
18,0.2782
42.68,0.6597
49.36,0.7629
206.8,3.1963
83.4,1.289
140,2.1638
98,1.5147
85,1.3138
101.6,1.5703
83.4,1.289
83.4,1.289
83.4,1.289
78.4,1.2117
21.6,0.3338
58.4,0.9026
11.56,0.1787
28.54,0.4411
19.46,0.3008
23.42,0.362
50,0.7728
17.54,0.2711
44.5,0.6878
46.36,0.7165
211.2,3.2643
91.44,1.4133
153,2.3648
104,1.6074
96.08,1.485
104,1.6074
78.08,1.2068
71.28,1.1017
78.72,1.2167
91.76,1.4182
32.56,0.5032
42,0.6491
10,0.1546
35,0.541
19,0.2937
25,0.3864
47,0.7264
18,0.2782
42,0.6491
50,0.7728
191.45,2.959
80,1.2365
156,2.4111
93,1.4374
84,1.2983
102,1.5765
75.58,1.1682
70,1.0819
76.45,1.1816
72,1.1128
23.55,0.364
31.45,0.4861
9.04,0.1397
28,0.4328
19,0.2937
22,0.34
38,0.5873
17,0.2628
43,0.6646
35.65,0.551
150,2.3184
66,1.0201
113,1.7465
81,1.2519
78,1.2056
87,1.3447
67.07,1.0366
51.44,0.7951
59.59,0.921
61.41,0.9491
23.58,0.3645
30.77,0.4756
12.62,0.1951
30,0.4637
21.15,0.3269
23.15,0.3578
39.38,0.6087
16,0.2473
44.15,0.6824
45.15,0.6978
260,4.0185
75.18,1.162
124.23,1.9201
86,1.3292
87.15,1.347
95,1.4683
67.54,1.0439
63.18,0.9765
70.92,1.0961
69.69,1.0771
17.46,0.2699
23.38,0.3614
9.59,0.1482
26,0.4019
17,0.2628
19.79,0.3059
40,0.6182
16,0.2473
42.45,0.6561
36.21,0.5597
243,3.7558
64,0.9892
100,1.5456
94,1.4529
84,1.2983
88,1.3601
75,1.1592
65,1.0046
60,0.9274
70,1.0819
26.17,0.4045
30.24,0.4674
15.97,0.2468
3200,49.459
36,0.5564
2380.65,36.7952
30.03,0.4641
31.36,0.4847
37,0.5719
37,0.5719
17,0.2628
43.42,0.6711
61.16,0.9453
220,3.4003
98.97,1.5297
129.03,1.9943
120,1.8547
69,1.0665
90.29,1.3955
85.39,1.3198
85.39,1.3198
64.42,0.9957
78.97,1.2206
90.16,1.3935
29.45,0.4552
35.48,0.5484
18.83,0.291
36,0.5564
33,0.51
31,0.4791
34,0.5255
17,0.2628
42.34,0.6544
58,0.8964
220,3.4003
90.59,1.4002
153,2.3648
71.9,1.1113
91,1.4065
84.41,1.3046
74,1.1437
91.21,1.4097
29.76,0.46
29.38,0.4541
15.58,0.2408
36,0.5564
30,0.4637
35,0.541
17,0.2628
42.06,0.6501
60,0.9274
220,3.4003
98,1.5147
142,2.1947
71,1.0974
90.77,1.4029
84,1.2983
75,1.1592
91.68,1.417
32.19,0.4975
29,0.4482
26,0.4019
28,0.4328
27,0.4173
28,0.4328
40,0.6182
12,0.1855
42,0.6491
44,0.6801
194,2.9985
72,1.1128
116,1.7929
110,1.7002
64,0.9892
84,1.2983
83,1.2828
110,1.7002
75,1.1592
80,1.2365
125,1.932
26.29,0.4063
27.58,0.4263
19,0.2937
31.18,0.4819
31,0.4791
40,0.6182
19,0.2937
50,0.7728
53,0.8192
178,2.7512
70,1.0819
115,1.7774
103,1.592
84.47,1.3056
72,1.1128
79.65,1.2311
86,1.3292
38.18,0.5901
57.71,0.892
8,0.1236
22,0.34
17,0.2628
22,0.34
48,0.7419
18,0.2782
41.92,0.6479
38.84,0.6003
200,3.0912
73,1.1283
118,1.8238
82,1.2674
70,1.0819
78,1.2056
92.32,1.4269
72.04,1.1134
47.68,0.7369
54,0.8346
56.68,0.876
36.44,0.5632
39.8,0.6151
11.24,0.1737
25.04,0.387
17.91,0.2768
20.52,0.3172
52,0.8037
14,0.2164
42.28,0.6535
45.2,0.6986
171.2,2.6461
82,1.2674
131.25,2.0286
98.68,1.5252
81.96,1.2668
99.76,1.5419
110.56,1.7088
74,1.1437
57.68,0.8915
58.64,0.9063
64.08,0.9904
24.04,0.3716
26.36,0.4074
10.48,0.162
26,0.4019
18,0.2782
20.16,0.3116
52,0.8037
17.92,0.277
42,0.6491
47.96,0.7413
226.2,3.4961
82.33,1.2725
120,1.8547
104,1.6074
82.54,1.2757
88,1.3601
100.38,1.5515
75.72,1.1703
51.4,0.7944
77.92,1.2043
79.48,1.2284
35.28,0.5453
36.92,0.5706
10,0.1546
26,0.4019
20,0.3091
25,0.3864
50,0.7728
18,0.2782
43,0.6646
48,0.7419
225,3.4776
93,1.4374
147,2.272
133.16,2.0581
78.16,1.208
98.88,1.5283
122.16,1.8881
88.16,1.3626
74.4,1.1499
90.16,1.3935
87.56,1.3533
34.56,0.5342
44.6,0.6893
22,0.34
23,0.3555
21,0.3246
24,0.3709
42,0.6491
18,0.2782
43,0.6646
38,0.5873
230,3.5549
77,1.1901
136,2.102
95,1.4683
85,1.3138
105,1.6229
75,1.1592
85,1.3138
105,1.6229
115,1.7774
25,0.3864
40,0.6182
22.67,0.3504
35.44,0.5478
21.64,0.3345
24.36,0.3765
40,0.6182
10,0.1546
45.63,0.7053
38.92,0.6015
153.54,2.3731
74.92,1.158
150.83,2.3312
109.33,1.6898
74.08,1.145
82.08,1.2686
90,1.391
78.44,1.2124
74,1.1437
76.42,1.1811
89.33,1.3807
34.63,0.5352
50.83,0.7856
10,0.1546
29,0.4482
23,0.3555
38,0.5873
9,0.1391
44,0.6801
45.35,0.7009
140,2.1638
74.74,1.1552
154.81,2.3927
99.03,1.5306
74,1.1437
85.16,1.3162
94.16,1.4553
78.87,1.219
53.87,0.8326
76,1.1747
70.71,1.0929
35.81,0.5535
53.39,0.8252
16.11,0.2469
30,0.4597
23.87,0.3658
26.42,0.4048
42.14,0.6457
15.06,0.2308
43.32,0.6638
46.5,0.7125
204.66,3.1361
79.13,1.2125
127.32,1.951
105.55,1.6174
71.72,1.099
85.43,1.3091
93.15,1.4274
76.84,1.1774
63,0.9654
73.75,1.1301
77.99,1.1951
39.07,0.5987
47.12,0.722
23.86,0.3656
33,0.5057
33.14,0.5078
50,0.7662
60,0.9194
12,0.1839
54.29,0.8319
73.14,1.1207
208,3.1873
104,1.5936
148,2.2679
90.64,1.3889
119.07,1.8245
87.6,1.3423
64.07,0.9818
78.67,1.2055
87.2,1.3362
52.86,0.81
64.29,0.9851
12.33,0.1889
30,0.4597
28,0.4291
38,0.5823
42,0.6436
10,0.1532
45,0.6895
55,0.8428
240,3.6776
78.8,1.2075
93.93,1.4393
129.97,1.9916
66.27,1.0155
84,1.2872
77.6,1.1891
80,1.2259
61.17,0.9373
79.33,1.2156
69.53,1.0654
30.3,0.4643
27.63,0.4234
13.72,0.2102
30,0.4597
26,0.3984
29,0.4444
56,0.8581
12,0.1839
46,0.7049
47,0.7202
200,3.0647
75,1.1492
90,1.3791
90,1.3791
100,1.5323
71.94,1.1024
65,0.996
75,1.1492
77.1,1.1814
45.69,0.7001
55,0.8428
8,0.1226
16,0.2452
21,0.3218
40.05,0.6137
14,0.2145
42,0.6436
38,0.5823
153,2.3445
70,1.0726
92,1.4097
70,1.0726
84,1.2872
88,1.3485
80,1.2259
58,0.8888
68,1.042
88,1.3485
39.9,0.6114
35,0.5363
12.38,0.1897
3000,45.97
32,0.4903
1650,25.2835
21,0.3218
24,0.3678
42,0.6436
41.62,0.6378
17,0.2605
44.5,0.6819
37.46,0.574
150,2.2985
79.12,1.2124
103.23,1.5818
81.23,1.2447
101.92,1.5618
108.58,1.6638
74.19,1.1368
68.54,1.0503
55,0.8428
75,1.1492
76,1.1646
39.88,0.6111
44.77,0.686
13.29,0.2036
28,0.4291
23,0.3524
25,0.3831
44,0.6742
16,0.2452
42,0.6436
37,0.567
220,3.3711
75,1.1492
128,1.9614
105,1.6089
85,1.3025
92,1.4097
68,1.042
55,0.8428
65,0.996
64,0.9807
35.14,0.5385
50.14,0.7683
22.27,0.3413
2600,39.8406
33.47,0.5129
1850,28.3481
21,0.3218
24,0.3678
42,0.6436
42,0.6436
17,0.2605
3944.67,60.4454
42.97,0.6584
53.3,0.8167
231,3.5397
88,1.3485
164.52,2.521
120.07,1.8399
77.27,1.184
97.57,1.4951
107.97,1.6545
85.67,1.3127
83.35,1.2772
76.65,1.1745
84.87,1.3005
88.81,1.3609
52.33,0.8019
60.33,0.9245
23.88,0.3659
42,0.6436
30,0.4597
27.54,0.422
50,0.7662
17,0.2605
43,0.6589
59.5,0.9117
240,3.6776
111.38,1.7067
170,2.605
159,2.4364
76.22,1.1679
96.33,1.4761
104,1.5936
90.61,1.3884
73.16,1.1211
89.44,1.3705
96.58,1.4799
48.71,0.7464
48.96,0.7502
20,0.3065
29.93,0.4586
21.63,0.3314
24.6,0.377
48,0.7355
48,0.7355
17,0.2605
41.63,0.6379
54,0.8275
210,3.2179
71.68,1.0984
107.36,1.6451
94.73,1.4516
67,1.0267
80,1.2259
79,1.2105
70,1.0726
52,0.7968
65,0.996
62,0.95
32.07,0.4914
40,0.6129
13,0.1992
24,0.3678
21,0.3218
24,0.3678
50,0.7662
17,0.2605
41,0.6283
51,0.7815
220,3.3711
76.33,1.1696
92.2,1.4128
85,1.3025
66,1.0113
